vehicle_age,km_driven,engine_temp,vibration_level,battery_health,last_service_km,maintenance_delay_days,driving_hours_day,load_weight,failure_risk
7,139092,115.25319748167675,1.077229022817404,54.378778670808735,13117,26,10.215331898853734,1586.7880546249612,0
4,91988,82.09317921877326,0.7087718009792348,90.2837689521352,11231,112,11.568141205448752,1678.2953191151048,0
13,50648,60.99838339821028,1.2408412174639663,83.45918260995715,29751,16,1.449758072397365,1457.7586199885752,0
11,130991,115.33190869964858,1.8689555816559236,86.62207295652246,7440,47,1.8583505771924083,1445.923520378736,1
8,7396,103.89366482287338,1.2641522991635619,71.61065937925117,19911,20,10.731969536460213,1111.2306798748841,0
13,89082,82.89643149343038,1.1488265488877694,83.98628980008792,43986,49,9.971074794353411,1168.9927926676814,0
5,133322,86.73071920097031,1.2163278389458287,80.4514472353458,15608,39,7.79727901062423,1536.7371442636584,0
7,137663,73.34021705625472,0.9015654000494373,88.44900976143148,29665,94,11.394617298847518,645.1432378899011,0
10,16303,111.3038539866294,0.8987047811220554,72.3384917234126,27157,2,8.110736357912035,616.7307228429008,0
3,166633,81.97926588284032,0.894866354729135,73.64128124481512,28779,16,3.3758380330245368,1909.8646830452983,0
7,254690,68.7193719367879,0.827515013383937,82.17881113699102,29968,60,9.015065560885901,249.84179616579567,0
11,264820,93.20468822268707,0.8942665402671948,55.403874683319415,27387,49,8.10281379220201,451.03783459732676,1
11,104616,77.0997995763219,0.8928678423253243,71.81222241821587,4090,89,11.843191722110323,1226.5983671622464,0
8,91231,74.54978136205338,0.9265946473497606,98.59754226299029,24945,86,3.3528531001227093,1528.1027096570274,0
5,274458,83.54851194357082,0.91819659052597,51.87761600300228,40239,5,7.576734299988589,1168.2039493730213,0
4,24623,91.29532973250556,1.0729035571029102,65.8002361433197,3743,27,9.581842744476347,839.1151930967915,0
8,203747,69.2833536612788,1.0236379054623537,65.70549095446853,30924,71,4.7288139827198785,1960.3570148353417,0
8,110228,110.77723387818486,1.0502087360535108,81.67320596178863,10196,54,5.176475414080614,1466.9348332391226,0
3,187828,100.15739568098681,1.4566892690033448,55.29001797120699,26279,57,10.766920221611528,1696.5035139207423,1
6,162364,84.51955513840903,1.0230202716149535,81.42720154394306,39776,44,5.446143675697694,272.4443735387673,0
5,74274,76.44984770554504,1.6632672978402343,54.75201203258097,3324,71,7.872061370851759,624.6561988520907,1
2,138541,88.66161820625004,1.1058068619467836,54.74768237091655,41400,18,10.781619512795082,873.5079684648441,0
8,58947,103.49152561133583,0.8658221227351488,86.40916785942412,19641,101,3.308092413996175,528.6825165481005,0
12,158606,101.1687604079952,1.4048749717140998,66.20675869163982,27482,28,11.800650259878664,331.21869087646496,1
14,199692,105.87756450676767,0.9761418196875404,98.8711473856874,32994,22,8.721488873673584,605.1649962704244,1
6,53874,82.79433763529516,0.2818947544797614,51.86764682177775,14863,110,6.457338635555892,1160.5441362266765,0
2,54708,46.126122312049844,0.9987990574494449,72.2553331858997,48795,31,5.740126207860975,1452.3414470420694,0
12,79553,108.71716796874371,0.9252472486168126,55.65679688370118,37486,9,11.49801077106655,1593.2376613371457,1
5,73344,87.49205785391472,1.4819642158865003,67.56894833790543,38440,90,3.2629731028263302,277.28507876189076,0
1,190374,99.99249098207493,0.73072999449989,99.91112253045253,24111,48,4.428515825305574,970.3751099826641,0
12,52638,115.03843131960453,0.9002035545765183,94.44212558692658,48030,64,4.385720311027172,419.9808504536612,1
10,83249,126.51612949856522,1.3802918128181376,52.41622044276985,3199,102,4.179069682079098,976.1606956004093,1
6,7719,80.2526778278877,1.118322559817254,78.16279219128417,38038,28,6.153918497372581,981.1565284165312,0
13,158962,92.00939860748467,0.9485629525080598,82.39111524122178,45518,58,11.880971565946165,1096.7810360820386,0
12,47534,110.50254690908169,0.7730543000580898,60.47673119750628,7897,44,10.776654433878392,1807.095127273831,1
9,97241,77.33581472215506,1.1055237180625093,57.255278669822516,41432,66,4.6074452515363475,1649.171904723361,1
1,131209,81.26832609314357,0.9912096570345194,95.21905673327618,14892,50,5.651571273031514,1346.0975212455053,0
11,194004,81.17942132311687,0.7696512204378407,98.44082207416884,8271,110,8.364288210245245,1793.7331812803554,1
11,97124,89.57864529887966,0.7852460376016405,99.59464286598208,37926,100,1.1886684876627551,1421.2435097083219,0
10,96659,86.69814479565045,0.7556583656664754,89.48808868673173,24815,94,10.021690245542127,1673.9389293735353,0
12,169134,81.09307016615513,0.7022333158708362,83.17510347026285,45612,10,10.677778630431115,1214.800941771428,0
12,80713,75.51363876590611,1.2802101279917006,67.28651260964989,33357,85,10.429203677569873,1145.3928529356212,0
14,223335,102.17910492592938,1.2398180075861314,58.56991561623762,9552,81,5.125598255740898,1503.3750369902925,1
14,80418,110.06746531449176,1.2807023369157378,53.949029968311585,16267,98,6.081994581006289,235.44076155635196,1
14,133232,112.24072191258622,1.0013498646305574,84.6648734275746,18268,5,1.1362715409413142,1442.6796289365623,0
3,168038,82.78389663923274,0.927211363659953,89.23617075896792,48927,66,5.393348828479059,1882.1327931278563,0
12,173383,102.80587008385916,0.9326853670325991,91.322682622749,14263,61,6.064695046032616,1485.0957436881572,1
7,298719,93.54488854091663,1.3063304718718325,95.68825016518993,5399,4,10.976717223753266,266.2287037349933,0
4,263722,81.43992977080012,0.4539556534012513,93.99647818191869,29811,8,10.83386441132972,880.194153390903,0
9,137079,101.01327328062294,0.8456541689927732,99.98706361290462,29006,27,11.627067704967004,1657.246344088315,0
3,207053,80.75092418931754,0.7337963117486748,62.20320054836256,41271,82,10.736154835995723,1925.495390079956,1
5,81242,84.35735095827468,1.4079662639765225,88.16538076061053,1076,91,1.0902078037041019,866.294040145479,0
3,183589,69.34905446244555,0.8567627429658645,79.32297561873989,7235,90,8.056069375654417,1714.1493005784346,0
7,34257,83.0366835385016,0.5092033493680678,63.062256622679115,23221,76,1.7506145141334488,1754.8577755427234,0
5,149353,93.80791813521877,1.0670270926740368,99.09526611434714,16417,37,3.9985371501798395,421.91551878689006,0
9,268579,113.53401743516244,0.8889657415318257,94.89490523871261,32539,42,7.361383924176383,1722.4192400936372,1
7,234947,84.6975683069747,0.8329213576945115,56.425783422205825,34609,116,8.706752002482927,783.649812149507,1
2,236758,74.427462793696,0.8019904129822517,51.30791711617099,37249,20,8.200952285088047,1267.8278988177512,0
4,96357,112.46053456401188,0.790154566251758,84.41653811663384,33902,90,1.5396420414950756,1170.1318148415578,0
9,162732,82.43171344373674,1.2125680944569934,80.20653144282676,23645,61,2.1396425652650723,1393.496954725017,1
12,208667,63.774275157887026,1.0671362099673531,96.7907812055573,21682,45,2.4144549422440074,1532.8363717005145,0
14,88807,91.99640602705176,0.9406102733108412,61.700264358018494,45907,69,2.005558144466602,993.5859757134441,1
2,143563,85.12839790081237,0.6705283369460991,54.21939739474935,23401,37,2.9605786559625447,1798.9594798684382,0
10,263778,124.50593464027756,0.9493320029836237,62.96076668859932,7771,48,8.573365704427154,1657.0971588108102,1
9,186264,97.13049051520818,1.078188357280008,50.94638202557317,41335,74,10.139209762750681,1613.7579667661475,1
10,78609,87.80486469517746,1.0895963344778472,51.79463755944662,8915,110,5.496952790807513,1024.844315481725,1
5,276221,76.13254186116595,1.0482653148975307,95.74289029603798,13898,104,8.620596570711779,267.6311945202983,0
2,253512,94.95250261789451,0.7232221999517415,67.60082912509391,1913,116,3.2001788739240915,1086.0615314820998,0
4,258973,111.85064925092692,0.2790470222223943,70.54045005048403,37065,80,11.706081667967489,1817.2019614595292,1
12,288097,94.67721275215891,1.53988562801558,50.91858272690522,27068,119,4.849972751433802,542.810280093534,1
12,159893,77.28855461823082,0.6071089377674406,63.52608900859233,1942,38,10.304535968253186,1968.666449619058,1
7,120374,98.08209317627932,0.41051261239991854,90.23629918707155,20388,70,11.399030098923257,1653.8431160237085,0
12,29860,89.27089657690777,1.0391546839012287,80.77454798333596,17715,29,10.511853591628324,1477.6936261077167,0
13,157267,96.72919654977244,0.48744444903078377,87.68903005432077,337,20,1.7377441669431781,1418.8879242601774,0
8,82475,84.67788974723669,0.7585603754275344,72.36068703968925,47024,0,8.153378730379817,1256.6465874807727,0
3,157499,84.32557088608182,1.1646551277426485,65.4864610875665,23450,88,2.320997772287063,1497.2065818484377,0
14,294227,83.7333030385233,1.5318061805422136,74.14050466641851,10057,31,1.0622930057837638,959.4300011947769,1
1,223118,104.13357227246043,1.116253542481713,66.15355342028755,27713,7,1.5696178833737418,1721.5185944362333,0
4,128786,84.47662087138363,0.8682522187369359,91.9485548337034,8983,68,11.07764116091763,1453.4227209715054,0
2,12813,83.1040390293866,0.9845741336779474,64.88368577964229,19995,29,10.993098656864332,1588.2556022831884,0
8,36598,75.86901147656451,0.4574242128475292,82.98818202265419,49051,114,3.484068265404372,1626.477359898763,0
4,262951,96.81020702575151,0.864774367250455,56.84911111547639,36468,7,7.017673362784889,365.72608227602456,0
2,98106,94.67552703196827,0.8650655188219167,84.34332468674549,26092,112,11.505310884925189,300.15339083792827,0
14,294226,83.26847663267054,1.045998598641154,95.66498558000168,12145,18,6.463767426664388,1641.7745632725246,0
6,296385,79.35931938663208,1.5826568838081312,80.42915773199542,38886,107,5.3293560216033375,666.8912378688432,1
6,232286,118.14260119841568,0.41896141338032833,77.99276900172386,23489,58,6.315735634490871,1247.5456535212656,0
10,16745,61.79335417312743,0.877696716527654,98.05591340108201,31036,54,9.692373377071386,998.6795393941752,0
4,293173,97.39758004802582,0.44994713680244625,81.36982776579232,29613,29,6.250053957865588,239.67056660174163,0
6,149097,109.37105322324012,0.8489907720248476,62.97752166365413,28484,78,9.616054494106065,272.50626469928864,1
13,237732,39.1977935776755,0.740619357664602,64.61955119238702,2673,35,5.748671902050262,1688.8254361018323,1
2,150360,101.9121009011427,0.55169610774958,85.26533212679635,34890,54,3.772062383325211,1293.819610679703,0
10,94186,86.69618097755868,1.2739276091589338,86.77182969460932,11977,43,4.5912000280048275,1142.917541726321,0
12,218030,93.84082296424889,1.0766943111551288,65.17481158945075,23466,26,1.8560581110088252,1899.8337502491504,0
2,204950,85.15143053216865,1.2387566888962138,67.26719889631651,41018,76,6.47119258850204,511.6070466719208,0
10,46846,106.13090168469115,0.8405038525997517,99.55282543695435,27009,77,2.629220173779253,664.3475113858374,1
14,153554,95.44679012507036,0.9787850572659752,55.09762747901387,3688,100,9.927017069682062,1562.130340824129,1
4,290555,91.97579834301473,1.4783921923648944,70.23225142200496,3748,53,5.626496315725836,1595.423410324273,0
14,289186,76.51709089562111,0.9991839414672662,53.12237655987537,39110,47,9.415025563908953,928.814953590496,1
8,57930,118.23438350751283,1.2423869647478325,91.05391809991205,49043,29,11.499064702924969,1911.7611823587679,0
14,253656,90.14896529599906,0.8147631091849813,54.61729194727161,13665,38,10.344257446845596,1888.858239887307,1
7,249459,124.34708696190688,1.214805203009278,83.70036782313557,36898,110,11.466100477204016,222.33748710828715,1
12,229695,118.91354077767292,0.8353241920584096,52.824171200174106,20641,12,7.247301795578033,510.19022421330504,1
9,58268,63.32473549101929,0.43107328718209825,83.64275189048456,32500,15,2.8185687737859606,1676.3949950309684,0
14,217943,80.17581058795965,0.9977251336236874,92.15184734638515,35797,43,11.289355496020706,803.390032686815,0
8,263916,74.44573491037588,0.8589090572188114,69.94107634620286,19230,70,10.553548296564479,371.8328216596911,0
5,189403,89.27690877769406,0.5125655921808214,76.10632467160885,45950,111,10.508542901736213,1612.9985139624505,0
13,53901,92.80746030729243,1.0574478555019522,70.07708690026412,25046,118,8.626018701495903,1018.250310035377,0
2,199488,93.44889701840145,0.7319420545140036,65.02443793163195,36803,118,7.874078884046874,1086.3394160876694,0
5,168268,105.81193014028469,1.9277923835388047,90.1631700313564,47895,26,1.1619628104746464,535.4648998691083,1
8,272770,112.40374153963305,0.5606673299758997,63.60012868654948,35667,44,9.228594759969278,1389.61109709007,1
10,143496,104.51231623857959,0.636122517264958,86.14717121947236,9638,118,2.0068862923108632,1192.2343726207118,1
9,280001,81.5859717866438,1.2608653319943373,60.309853962760116,20827,34,3.857260297128334,572.0112880203365,1
12,246531,78.2696420233884,0.9600934358079733,62.49268980391648,21173,78,7.066393248864705,812.5967151905722,1
12,251693,90.04142753825904,1.2547606927786654,66.82305812886061,13222,27,5.969058433636458,1274.3827172051097,0
12,184362,96.39179289606992,1.1141173161693703,79.45781886968942,37010,98,1.1735182874859056,1864.7700597801381,1
13,31431,87.25212981424316,0.8253078616206454,72.72111595797705,18095,6,10.063835642968836,1856.677430578685,0
9,243360,69.81772745621666,0.5862722820761104,87.25724049139102,1439,61,10.66681053894519,718.2306279154693,1
13,31385,100.23089262865201,1.3213249242184095,60.678365016809614,38381,113,8.500602378464436,1524.1177599677928,1
13,285783,84.11527846899145,0.6134649443232101,50.533614392441706,20014,109,6.951746445225046,1595.934344942857,1
1,90530,83.66230898366935,1.1676717883492485,88.827873589261,5375,113,11.568116227894185,1655.8815799690306,0
9,235983,89.18080988912861,1.2756996271770547,91.08246669400361,23487,50,2.319518285230111,1227.372112552664,0
7,288707,86.40151624379759,0.9619246587910117,52.974008155419476,41645,45,9.11701059031488,218.91439657925804,0
9,210390,84.50248416731847,0.908755739293659,80.54537610791982,25702,19,2.411966741847176,1571.0173138032474,0
